AccountNumber;CardNo;TransactionNo;TransactionAmount
4859622894778061;178066921362267;478564546;$7,077.32 
9622245278773899;358631020647839;478614104;$2,681.13 
2642231686843301;124879384803297;478655961;$7,962.15 
8995321209127892;986937203401307;479148973;$5,939.25 
4430749775384129;978957342285251;479208543;$5,977.01 
8017849589846693;908099084190123;47927040;$7,476.50 
4438092829455328;512230899326724;479502729;$3,961.99 
3188135617172094;388848961567707;479534062;$4,679.92 
1847248768624644;620942176521236;479633652;$3,055.38 
1520307095758519;253896096173070;479759866;$1,170.87 
7541183084382682;745898463758223;479780770;$101.48 
3411932992156083;878528396759742;479940436;$9,878.87 
3758576657034373;158125346992210;479974234;$7,729.34 
7512495026320603;437975874069130;480131903;$8,768.91 
7206371600209374;350786424221639;480267504;$2,977.18 
4893630525927773;121951772855409;480328800;$2,342.30 
2844488206265060;574852918672907;480526763;$6,489.93 
2492711088310018;879984541317434;480776473;$9,302.13 
4996410148310384;251480256466475;481227087;$5,658.22 
9521544803057782;800752627153395;481266943;$6,454.56 
6887786969625811;257691432624869;481342301;$8,137.40 
8152682211714970;636138226546550;48134654;$4,390.58 
5673002110773223;640741270156468;481451840;$2,500.69 
3695472578476693;941528442126642;481586710;$6,370.34 
9530055567265932;291886049169468;481643361;$7,515.29 
3135052312951405;429765917339520;481731539;$7,470.60 
8794770655356905;787526598804583;48184757;$7,808.62 
4390702898829361;979987083738113;482770735;$7,671.11 
6882248350455972;613782424448625;482843069;$2,514.32 
4707595286590969;776325717487969;483079442;$4,687.57 
4024574857426990;667295044463112;483255352;$3,285.31 
1674320468687466;352043670484071;483258240;$639.23 
6615453145124024;695458120251748;483259575;$6,471.45 
5680434975499753;954281302465741;483505606;$6,109.79 
8595363567013110;600250119302707;483544639;$2,393.70 
2731211520250741;156886710966741;483638311;$8,598.94 
2615715363366688;658405400687478;483689921;$3,950.12 
3188135617172094;388848961567707;483792580;$4,252.90 
6300394454445362;254695834075825;483816697;$7,175.76 
2020999729212427;258114105950573;484027063;$475.45 
5590781196800170;715595201411523;484071816;$9,643.39 
2440434977533821;616191176100728;48417711;$9,450.90 
4348744077899511;929554414714974;484612446;$5,962.21 
9153072620985931;519416441451754;485006230;$2,590.93 
1806846674405112;675325147759685;485076303;$6,423.80 
7050138534608956;307664245329871;485166525;$8,157.44 
1194018520203733;696757624003780;485182694;$9,286.00 
8880477654112223;730726350899402;485206822;$7,867.13 
5471392746697944;889000712105144;485284660;$8,913.14 
4743369362503932;416103167181107;485470983;$9,462.59 
7601215222712771;896001834423082;48569215;$590.75 
4576918963024698;839708264375098;48571174;$1,214.76 
2110924665067404;520494723463850;485925578;$7,968.22 
7692601683671293;895012896526010;485978051;$3,953.90 
3632400175169409;481627670581606;486087532;$9,046.61 
2919781061774519;405534773157173;486116103;$6,477.66 
2970833625170241;715343958906783;486352657;$222.80 
7620294767071650;729071467229843;486372062;$2,412.32 
6632443426223115;445597974826679;48663078;$6,685.43 
9909016625329071;952617765406357;486789091;$4,652.09 
8659218864741024;394114944243475;486835954;$8,885.78 
7820050872664955;957009524021438;486908239;$4,090.63 
8133135747998546;704359042984177;487084364;$2,253.93 
2501798806880827;300224089836253;487415142;$2,893.04 
1847248768624644;620942176521236;4877262;$6,649.33 
3282595183854620;169779072206877;488084566;$9,286.46 
2544447932629687;101850023333118;488176260;$3,842.67 
3135052312951405;153963433830855;488233768;$1,875.63 
8541613858562307;311878441605412;488310351;$9,011.79 
2823611408737694;763021302452594;488411290;$5,704.30 
3615957423589234;785166984806002;488622130;$6,199.67 
2746727737085052;239098032342698;488807915;$6,120.27 
1752399099241773;716572275194021;489050649;$639.16 
7664276900288066;564187625166345;489140668;$7,568.17 
4576918963024698;294385461397453;489159621;$8,771.93 
2408440542129243;398013340884779;489217593;$5,145.85 
9308508435534137;592702814316773;489265247;$883.34 
7815457073244155;761811570563787;489409474;$7,320.49 
6300394454445362;254695834075825;489499286;$1,516.72 
8266885249249553;677093153062495;489500434;$4,255.70 
3518566047262736;614937490726324;489564092;$5,854.10 
4179938116476893;261859982683553;489593812;$4,566.46 
4539985136781153;693743217837282;489690856;$8,954.38 
2440434977533821;616191176100728;489800799;$2,860.87 
7147493666335695;823526375746940;489834708;$4,773.77 
9332774328429427;189089709678156;490295939;$5,166.53 
9029740083055648;293685964782112;490404507;$7,643.80 
7705496290680109;610037787220156;490549819;$8,960.41 
8669377986510333;152600810693833;49061898;$6,444.61 
5228322220309225;642002659464057;490678620;$9,120.46 
4485558086433887;132734905481315;490779632;$4,996.27 
4886070735479043;864201619001346;490796340;$2,375.42 
5961978505421596;685724153846147;490966966;$5,954.75 
6191588061033584;173634840845855;491053913;$6,076.27 
9594310378032333;555634364702616;491392841;$4,743.43 
1128097559272943;224745901407956;491479651;$1,448.54 
1752918535098560;830597089525214;491480797;$7,039.58 
3149678516689484;392225686522073;491504971;$4,412.91 
5234134283459629;235972123827535;491547415;$3,322.89 
1647996022684737;614375201473654;49254835;$3,279.94 
3466689715948188;906137900458842;492562580;$9,354.93 
6440584866771089;394910750012384;492602238;$5,572.29 
8149728619526254;879601946695822;492624340;$3,550.93 
8434862280443210;766110500952596;492664402;$2,549.90 
7560847758195309;818537532863427;492926405;$9,105.32 
4893630525927773;404914550052205;492959549;$6,838.48 
8042874358672871;572153153174875;493003157;$9,882.57 
3685852499849171;641011976574984;493181441;$2,238.42 
1284955004859202;547409933698712;493359992;$6,121.20 
3791620046086006;679706000693306;493484132;$2,162.15 
4881869363328041;804388797799657;493526211;$5,719.29 
8923039555471477;443492229228214;493680005;$7,525.09 
8211399610943212;252478469166330;493772636;$821.09 
5228322220309225;642002659464057;494024951;$7,133.36 
2533833879448624;219227770523570;494220466;$7,992.98 
2288644236174010;263742358819576;494525853;$4,408.52 
2478720661472242;847948977460991;494823429;$1,730.77 
1081419703223728;999396268883825;495233067;$5,119.58 
8899966626848798;106640837569075;495432015;$4,496.79 
9439984534002650;220334303410625;495517367;$9,745.49 
8152682211714970;139231702453642;495731278;$2,137.28 
2466025944609881;716060011488312;495816394;$5,278.49 
8906223953365173;556623859504229;495902546;$1,290.14 
3244588771316232;477839874488759;496016722;$9,225.30 
4539985136781153;804053929162955;496128928;$1,012.49 
9829267201418377;511710694426441;496283305;$3,578.17 
9308508435534137;789835553683464;496661638;$6,043.53 
3149678516689484;392225686522073;496732447;$8,555.96 
9153072620985931;458354078504973;496740675;$5,182.53 
2844089031231127;130254966512306;497307678;$6,721.56 
3695472578476693;745797658522300;497328093;$6,190.70 
2629966194437917;866350167639915;49771601;$6,565.06 
9366402304370816;557160660329087;497747401;$4,039.14 
8911625329791002;863785995853683;497759878;$1,470.96 
7206371600209374;350786424221639;49779772;$1,241.22 
1109630221825137;904796488324105;498182811;$6,374.34 
5470175668943169;391888331482470;498185344;$2,842.20 
8522642536750110;700894367470306;498476956;$3,794.49 
8116264253155472;477678938006435;498586750;$9,694.37 
3297089454386390;597170085671905;498589396;$9,614.07 
2950784335470864;540426044699186;498804736;$7,057.88 
7700924570458644;972076126584919;498806159;$4,193.58 
7656075314017834;812060315200469;499225779;$1,456.18 
9982175574936540;452712674973724;499369566;$4,407.93 
1664149502099020;890382725750027;499453286;$3,525.98 
4512528202686749;954157056766678;499594731;$6,748.68 
8289085723540063;179637250533918;499668066;$6,361.36 
7698438891830542;738688760362434;499762237;$1,458.44 
2919781061774519;405534773157173;499895362;$4,827.61 
8460717119509507;876473932457061;500060618;$2,799.01 
4666729645007204;380803685656239;500262916;$241.78 
7489425180589437;166339176134873;500290199;$5,850.77 
2597823638581321;765857965300800;500318010;$3,631.47 
2835911540044454;307175118633361;500710719;$8,652.33 
7087032353271219;256956895987599;500821489;$8,591.97 
4348744077899511;929554414714974;501213524;$2,323.59 
6403313422819967;443651749261577;501426291;$8,157.87 
3890673393288527;299082667703004;501446710;$7,994.78 
9737833063262228;794205383834066;501487261;$8,761.93 
5712312310713306;253092790793099;501524730;$8,984.41 
3121116817098388;600107469477870;501540218;$5,913.86 
7520638035058611;952374248214195;501881547;$9,529.72 
4966016761547800;726637928660137;502105798;$3,109.79 
4780536089083596;611713712365379;502216171;$5,817.24 
7961310069259699;754825372184327;502268498;$7,287.18 
3845158640724645;968899760712833;502408260;$4,280.23 
4348744077899511;929554414714974;502521896;$1,301.89 
1902978140578835;554951888701569;502616013;$74.51 
9829267201418377;511710694426441;502643462;$5,942.27 
2823611408737694;763021302452594;502788232;$5,463.50 
4584169200866802;865349534566837;50291965;$7,555.83 
2168896549225179;472162860984097;502964705;$7,855.29 
3795519912322394;909365410352163;502969375;$4,844.25 
8433261972292764;553839447240442;502974929;$5,013.40 
3917129685283618;682945937386619;503368499;$952.98 
9174310255934385;530849317777338;503542273;$8,141.48 
4766341932693149;707280166352748;503757058;$3,631.21 
7691084899900577;273577535575183;503801555;$4,808.06 
4542531281056481;745442340765359;503855720;$643.00 
3244588771316232;625458745918471;504009882;$2,864.67 
6289663771507657;984398771051669;504307149;$8,746.16 
4156132288358579;368123301569324;504409250;$7,403.42 
8403653333884337;550749039134058;504533011;$9,126.16 
5341802348748489;807236992150142;504739146;$3,612.22 
7955751100877767;702029434613341;504888820;$6,727.86 
2844488206265060;477688412808684;505018840;$6,465.85 
2758981553013665;214895632624354;505304635;$7,468.62 
2731211520250741;156886710966741;505350826;$4,620.90 
3650395270691421;256197241528316;505431494;$9,256.79 
3516336062122450;886789451228471;5054537;$8,644.24 
4323596272548155;841905402684097;505757365;$2,888.86 
7270012938747336;806909321519576;50585659;$4,490.27 
9475254102502548;137852794736451;505925491;$2,758.18 
4756412608905000;453314498163914;505985434;$5,187.57 
6939505697829067;411089870886863;506084604;$532.36 
9622711018485219;118551713156788;50622892;$6,109.35 
9517030003662098;484584445954480;506268835;$3,354.48 
9622711018485219;118551713156788;506302061;$3,081.08 
5011766963806147;814602596013345;506332412;$2,286.29 
2884404007294770;518110245038358;506371179;$1,017.52 
1664149502099020;124455549102527;506618107;$1,772.14 
7541183084382682;745898463758223;50664166;$5,164.76 
5234134283459629;297050896884224;506657218;$4,928.54 
9622245278773899;258457497175558;506674732;$1,742.98 
2783326144544787;889358663973750;506681671;$9,989.25 
4313568657321476;961783081110790;506762309;$9,263.18 
9608749015672155;240563771028336;507059796;$8,157.30 
3795519912322394;909365410352163;507077358;$7,763.65 
3253711057585944;270627282539868;507135866;$7,150.40 
2053457102750448;537190112060353;507187144;$6,078.95 
4512528202686749;354675256090788;507374295;$4,885.66 
5616454766244332;112864832153166;507379113;$8,622.05 
8553306669164935;649394836686861;50741483;$117.12 
4690503640485024;319425365563241;507419800;$6,485.70 
7753310921792756;374757652616729;507438105;$286.87 
8017849589846693;488495501989394;507475939;$1,892.87 
5712239123334089;790824146044169;507599315;$1,468.98 
4517866361200547;145561076400818;507684580;$5,025.12 
4889662321952024;363149741262781;507962980;$7,773.00 
9000438894450800;943379878177510;508108196;$2,640.47 
1798883807120664;722315224721313;508276720;$2,651.02 
4114641351036798;865170307419944;508276844;$2,266.96 
8500279604235538;422904442437508;508457671;$2,670.05 
7698438891830542;805187268754968;508478778;$5,152.86 
1610948460071417;866502947273115;508513470;$9,564.34 
2408440542129243;398013340884779;508585501;$4,714.06 
4716321136807092;142923458359238;508609607;$2,162.89 
8529837464675478;546534167208395;508954176;$1,337.77 
8187351839086232;838026759202577;508954688;$7,500.27 
2544447932629687;618716448921445;50897225;$4,111.06 
9676519744409618;366016870247225;509007054;$4,824.44 
1906395591595984;657572501234607;509069058;$524.30 
9517030003662098;484584445954480;509092019;$3,540.75 
8715500820844493;561095606688545;509180511;$3,905.33 
7747454958579188;951237837217579;509257877;$5,896.44 
7692601683671293;419344564564930;50985480;$1,940.92 
9243950136386680;499219940991746;509900430;$1,943.10 
6475652306334707;395453789638423;509984141;$7,541.19 
5961978505421596;518314204690526;510014441;$9,179.55 
8600772266383173;629243583727014;510319179;$9,705.04 
3952052346171830;960172485702910;510356272;$3,176.10 
4666729645007204;380803685656239;510431612;$9,162.00 
9271782917171873;625791358289162;510507721;$2,991.32 
2680527366245870;521094197211706;510520515;$5,736.57 
4394255364750708;137995394383251;510641203;$752.89 
2642231686843301;124879384803297;510981441;$4,420.79 
5196398467562385;849965648866984;511044107;$8,637.53 
5139603042321938;763250906672978;511064468;$575.78 
2823611408737694;154911977053928;511513623;$3,347.46 
7206371600209374;824290992710451;5119701;$6,282.29 
4889662321952024;363149741262781;512029854;$4,990.47 
1674320468687466;352043670484071;512123921;$8,295.89 
5228322220309225;410777922409322;512143327;$5,557.30 
7820050872664955;957009524021438;512452457;$8,839.18 
2349194958182509;283887012929062;512462985;$5,440.07 
1356693888656120;191486412924300;512605654;$6,126.15 
8403653333884337;550749039134058;512614501;$2,531.24 
8010485387122172;166406515869472;512664574;$1,202.91 
6998896041263162;243607043812873;512963094;$3,507.33 
9174310255934385;530849317777338;513127493;$7,306.78 
8899966626848798;403814817053101;51323790;$6,873.54 
7691084899900577;767535843835989;513256121;$5,651.97 
1668795860474753;386180827551531;513275686;$9,612.67 
6798218719475816;832784796423169;513376629;$7,433.25 
2054869916983891;840585259029564;513428202;$4,002.38 
4893630525927773;121951772855409;513564632;$5,031.17 
2115861402847893;618461452397226;513665203;$4,611.26 
2080765844726360;903033786773579;513705443;$4,594.42 
6309985822581100;565892570268055;513827108;$101.61 
9475254102502548;137852794736451;513981384;$3,496.12 
8017849589846693;908099084190123;513994063;$5,436.15 
6653614033186218;785783456123909;51404010;$7,173.30 
6654076468719708;142608395030836;514065615;$1,782.65 
4693789205924898;494967424107053;51408237;$5,598.26 
4485558086433887;373357346839735;514225894;$9,470.28 
4430749775384129;590422344471813;514367911;$5,423.96 
4076145806443696;302745607427520;514422242;$7,073.82 
4140055963507054;825172244308803;515033585;$6,968.11 
1829456069660793;612332649047578;51525052;$2,955.67 
6691281110919103;463929975456932;515304830;$5,439.25 
4546229983116036;337014176128720;515383833;$7,548.42 
7848934377092960;366148295941060;515407211;$5,270.12 
2198962608649297;413467335898371;51557860;$71.86 
5628141445791637;546686890274919;515613334;$7,845.04 
1752918535098560;830597089525214;515650830;$5,865.99 
7620294767071650;770584419428644;515684139;$2,254.99 
5452361229580631;644283481669811;515767532;$4,798.64 
6527285574210461;340666021765562;515923731;$8,472.70 
1946982356836737;555854868986636;516319905;$9,350.52 
1003035500279518;164251985807087;516349891;$6,076.90 
1066944444270042;349696988174964;516418682;$215.95 
2466025944609881;716060011488312;516453838;$2,345.70 
4944602153321016;351814541811031;516556538;$7,652.81 
8570366884890911;710193195365360;516576028;$1,972.88 
2746727737085052;239098032342698;516748366;$5,231.87 
7324620964578585;774351742489744;517286653;$2,588.05 
4517866361200547;946950555486713;517558307;$7,457.40 
6757708540719696;610380825892171;517746847;$2,161.20 
5616454766244332;112864832153166;517919952;$416.04 
5139603042321938;763250906672978;518060142;$2,899.70 
6170844832863444;697261633755852;518076502;$9,552.54 
2853298348936397;910708762619352;518206061;$201.75 
8140603400482166;857817293508510;518407845;$6,147.50 
7270012938747336;756452024342274;518501370;$8,677.89 
4693789205924898;494967424107053;51858418;$6,434.21 
5211124723121290;808872962713785;5187553;$1,731.74 
1550552186109808;728872926469618;519011801;$9,297.50 
1610948460071417;824244500720843;519098633;$6,395.94 
6300394454445362;674573732454784;519199251;$307.05 
5824269015576534;469753599309806;519404100;$3,122.49 
8211399610943212;252478469166330;51963680;$8,435.36 
2080765844726360;903033786773579;519690790;$8,305.73 
6798010523825959;526343978022454;519919771;$9,364.97 
2946458711157653;634267524075795;51996336;$1,423.16 
1782610433025597;870744045328305;520134974;$2,249.02 
1778406532534837;947719848065340;520182485;$5,822.35 
4759355587435639;265890136235104;520357938;$2,500.54 
7147493666335695;823526375746940;520361136;$472.27 
8911625329791002;193650866300191;52044327;$5,454.33 
4140055963507054;145871975509096;52054247;$1,002.00 
2787178091429512;726880950321365;5206369;$453.41 
6527285574210461;291783389545234;520976993;$3,342.82 
1625827199654847;409368280062191;521216844;$4,011.02 
6907481116592868;831225102582910;521505834;$7,175.50 
8895351690026742;184884295749458;521557372;$5,401.16 
9320349449918816;805172412488622;521627855;$7,497.13 
9712184513345208;222658237700520;521693543;$7,789.29 
5145740801853560;606626240565928;521772564;$5,785.53 
5082126511597918;982075408323209;521885150;$8,304.77 
6144257096865190;362657056586454;521999373;$264.09 
7804692366013395;275611644983932;522011117;$9,421.95 
7704073208565069;336240824354904;522035778;$6,151.12 
6130980122299631;976182624343006;522056899;$7,265.98 
5228322220309225;410777922409322;522091841;$6,197.79 
2970833625170241;715343958906783;522176087;$7,719.10 
4707595286590969;195543653325276;522395072;$3,588.39 
6762542555077127;257354917605911;52287570;$4,162.68 
2642231686843301;124879384803297;522985604;$8,904.31 
1435366716429961;594277137744448;523046061;$7,935.99 
8906223953365173;556623859504229;523129539;$9,068.21 
1756962099619888;688918392904732;523241425;$7,941.34 
4172555326341126;466246797966942;523277129;$6,845.42 
2544447932629687;968275488029443;523402036;$8,190.93 
2731211520250741;156886710966741;523507541;$6,543.12 
2478720661472242;847948977460991;523826575;$8,329.14 
9157631351271161;759728221599405;523989989;$5,805.20 
9271782917171873;625791358289162;524019734;$4,795.96 
8923039555471477;443492229228214;524044830;$247.84 
3818920185159328;472041784449199;524457999;$4,521.70 
7206371600209374;824290992710451;524600636;$7,269.51 
9000438894450800;637497528368444;524839820;$5,359.45 
4114641351036798;865170307419944;524869109;$2,767.42 
1829456069660793;210353351006798;524972407;$7,508.26 
1810107220150718;401696373081119;525129073;$6,093.12 
2746727737085052;239098032342698;525224191;$7,131.03 
5716285645356189;512453119821666;525390843;$8,562.39 
9171000759012274;826051532902447;525470845;$6,624.76 
2629966194437917;679178393833640;525503176;$3,507.71 
2823611408737694;284027503108847;52551790;$5,776.37 
3195460554551527;133789753789558;526031890;$1,178.90 
9982175574936540;452712674973724;526177431;$6,327.39 
7379030898414358;226022928356027;526262029;$54.15 
9896902159058977;323248046759980;526469832;$5,736.28 
1625827199654847;910518374250735;52656089;$3,802.68 
4944602153321016;155975728540619;526764923;$5,786.90 
9896902159058977;323248046759980;527117730;$6,884.18 
4076145806443696;740504853931594;527132904;$3,187.44 
4323596272548155;681984493368752;527237889;$331.84 
5712239123334089;612187715467321;527362382;$89.41 
1597562806236324;895162186330531;527406111;$3,394.81 
4886070735479043;397549440825014;527484887;$7,673.33 
5211124723121290;808872962713785;527634730;$3,998.90 
7489425180589437;166339176134873;52772888;$3,771.35 
1284168579731026;559767940310978;527891320;$1,400.05 
2533833879448624;868586047436602;527895986;$9,677.21 
7601215222712771;896001834423082;527956630;$346.54 
6025725538091983;475519536165833;528050057;$8,339.01 
5590781196800170;715595201411523;528126872;$2,923.93 
5228322220309225;410777922409322;528141626;$8,114.28 
9065230099847605;363479796656371;528416400;$981.32 
5287608192111286;713648310567398;528526903;$1,508.08 
8361819412955773;173112664870290;528921976;$3,675.42 
4140055963507054;145871975509096;52893839;$1,456.61 
6170844832863444;252105572892211;528952824;$674.11 
2054869916983891;130731150462182;528956379;$108.96 
5616454766244332;527745250171082;528993599;$9,990.87 
3946449856699094;468780606227839;529175499;$2,423.31 
6927445511429907;341843764338538;529299447;$9,707.90 
9530055567265932;844287147490718;529334744;$813.30 
9337546014653550;266380732389186;529567343;$940.51 
8895351690026742;837822396309997;529769892;$2,518.18 
4517866361200547;145561076400818;529779674;$4,773.59 
9622245278773899;258457497175558;529843089;$8,764.53 
8911625329791002;193650866300191;529864492;$5,707.98 
1306594908382922;203256332778871;52987560;$7,472.98 
5234134283459629;146270721537272;529915188;$6,274.04 
9909016625329071;468821945403967;529975510;$149.05 
5712312310713306;281486862810544;5301642;$6,188.11 
2629966194437917;561091563100262;530661492;$984.33 
2684668570694556;837109970057357;530849499;$6,492.86 
1806846674405112;675325147759685;531318392;$260.30 
3898172841404887;209958826177368;531336280;$454.55 
1633376953030653;549155266739470;531617268;$3,567.08 
8250572443215881;390364629230465;531663490;$7,644.41 
6560009233606143;440364526904689;53177934;$6,125.07 
1711804271716807;731050970617740;531917563;$9,154.00 
7848934377092960;428756996606577;532063570;$4,628.63 
9622245278773899;258457497175558;532147224;$1,112.46 
4751264658779305;994854494048927;532211863;$3,074.80 
4857909632364110;902962751208996;532231954;$783.97 
4332314214213840;579038083119323;532548783;$9,397.71 
3108043424947418;114328417341249;532569671;$3,448.33 
9067849095688016;279502776147537;532626132;$2,209.90 
2054869916983891;840585259029564;532756998;$3,089.50 
9475254102502548;264286065998554;533003460;$485.63 
3631451029324519;619568628761005;533010222;$4,982.08 
4323596272548155;681984493368752;533172732;$4,820.34 
2823611408737694;154911977053928;533195589;$2,644.05 
7797255034208919;361494196632060;533227942;$8,204.41 
5133653020054775;618683004446445;533528504;$2,390.34 
9320349449918816;854273386451606;533790864;$4,820.17 
7342697037585308;562804653806494;533979158;$389.91 
7576880688209025;836474430111472;534151771;$2,170.09 
3650395270691421;256197241528316;534226361;$9,875.11 
4056851156197352;180914268784367;534265336;$3,831.52 
2844488206265060;944755264336055;534284005;$320.85 
4539985136781153;426646987690498;534353856;$3,896.30 
2823611408737694;154911977053928;534386659;$1,428.02 
8141571251236982;479106072014959;534590577;$9,813.32 
9039371390871184;657158018058921;534630887;$431.35 
4996410148310384;710667039119982;534649506;$6,830.18 
8595363567013110;600250119302707;53466067;$2,659.53 
1852430951611719;756308421043246;534751121;$8,873.92 
4707595286590969;195543653325276;534760115;$7,160.69 
2825135038372886;648969795803869;534761652;$5,165.89 
8659218864741024;607362508520951;534852695;$9,126.22 
9109362382376279;664935847934863;53507864;$1,488.53 
9879595283953831;911486380993583;535195407;$4,294.09 
3890673393288527;299082667703004;535364107;$9,254.63 
2464363110532518;539371749209230;535405198;$5,125.35 
6652880000568446;870928219704480;535489955;$7,441.50 
1664149502099020;124455549102527;535886837;$6,563.56 
3695472578476693;941528442126642;536030797;$2,259.95 
8727663740330542;872433783771150;536263546;$2,457.17 
8775166789762410;420297872178799;536284330;$7,546.20 
7879799729265263;546559802319254;536288886;$1,952.56 
4966016761547800;925289685503340;53632794;$7,680.70 
5105856688743969;377183724965673;536513148;$9,357.67 
3795519912322394;501405330794519;536693898;$4,828.36 
4707595286590969;195543653325276;53678197;$2,392.03 
4323596272548155;261932208620006;536841935;$3,585.63 
7599585676459465;434395706250573;536869610;$3,446.93 
3188135617172094;758842009559970;536886436;$2,274.66 
4546229983116036;547694813356296;537110699;$3,725.80 
6560009233606143;440364526904689;537141721;$5,370.17 
3184041026347380;855380126803604;53721884;$9,685.69 
9320349449918816;805172412488622;537322735;$2,364.29 
1367765411127741;641619945854666;537526466;$5,345.88 
2642231686843301;124879384803297;537533565;$3,296.46 
1109630221825137;422545307831314;538001805;$9,921.04 
6144257096865190;362657056586454;538242454;$1,082.13 
3561065074196731;795559558765806;538336087;$1,790.61 
9986657323823935;297552501209452;538343436;$9,071.31 
8403653333884337;550749039134058;538841720;$4,662.28 
8895005998317753;557139816787579;538867494;$5,892.39 
8379497590147362;147129137116798;538867974;$3,737.63 
5267243500098837;785907833457868;538881133;$4,956.65 
6939505697829067;947742048519091;53894582;$3,816.75 
2854753314415619;564969809120852;539147326;$2,170.22 
6614780860223982;579662851322477;539229676;$6,326.29 
1447415278551690;484499315487418;53941286;$9,472.77 
5546578160223776;964462379469162;539781419;$9,953.37 
6798010523825959;526343978022454;539900002;$2,500.65 
1501403750334739;849058779034760;539982276;$2,283.19 
8911625329791002;863785995853683;540077823;$6,249.12 
7797255034208919;361494196632060;540259236;$7,130.54 
8438851615012432;222904572071996;540337802;$3,903.04 
5486603385356888;691155060231312;540414546;$7,223.74 
8679748798439507;279791896684836;540957545;$4,800.92 
5591382297193711;103281603822379;540963835;$3,343.65 
2448500446876546;548460990212705;541091635;$716.53 
8311799511420153;926845735934275;541148330;$9,340.23 
3818920185159328;245092264682961;541215924;$9,297.39 
5999544781456452;343810026381486;541436171;$2,510.22 
4751264658779305;450358458970368;541537596;$6,563.91 
4859622894778061;678439494055172;541555105;$1,127.78 
6887786969625811;132197207186356;541765757;$5,359.50 
6652880000568446;269224206201475;542183542;$179.93 
5450445793487059;912694348620397;542326567;$969.90 
2053457102750448;537190112060353;542428366;$3,835.40 
5716285645356189;512453119821666;542917341;$4,238.98 
1066944444270042;723852308412493;542936180;$4,186.67 
6691281110919103;452346461712962;543097885;$7,277.48 
3695472578476693;745797658522300;543105690;$4,315.27 
7006340914605371;131173252365899;543274170;$8,637.83 
1852430951611719;899953670470417;543343031;$2,747.75 
1829456069660793;612332649047578;543423329;$2,881.09 
9039371390871184;657158018058921;5436809;$4,644.12 
6560009233606143;246747371893735;54368246;$9,782.48 
8878492603970302;959366445892363;543776216;$570.06 
7087032353271219;822138874586718;543792851;$7,258.91 
5470175668943169;795846673550163;543823495;$2,846.06 
4966016761547800;925289685503340;543883328;$2,454.96 
9622245278773899;358631020647839;54392303;$6,627.62 
4517866361200547;946950555486713;544239450;$9,173.12 
9879595283953831;764423162181902;544374449;$3,019.91 
5033136779399881;557006839740706;544529383;$6,749.13 
7096897457235602;208974987882597;544711229;$8,123.57 
3780891636105000;175034951955913;54486189;$5,826.52 
6973346358722060;482215238293803;545065154;$9,566.57 
2835324860856509;105052846688269;545235815;$2,437.43 
4751264658779305;450358458970368;545243050;$8,047.76 
9243950136386680;499219940991746;545365441;$5,010.88 
8444566732945577;328608388960438;545637082;$2,416.76 
7206371600209374;350786424221639;545849572;$9,398.67 
8491264240259200;473904247039733;546328952;$5,540.90 
7955751100877767;905075825302982;546617849;$1,102.33 
3315476452598522;814674842368458;546675612;$1,964.25 
8678909692558625;357681389796824;546815737;$7,361.61 
6819981985434297;438667502429361;546857830;$8,539.67 
6025725538091983;475519536165833;546858023;$5,826.13 
3838641455470320;905211497196938;546862385;$5,303.97 
5961978505421596;518314204690526;547049480;$768.63 
8911625329791002;863785995853683;54708326;$9,875.05 
9308508435534137;374381885378610;547126073;$7,143.48 
7176782683098003;228067876939442;547143272;$9,268.56 
2787178091429512;140558888405843;547267796;$4,352.49 
4893630525927773;121951772855409;547316142;$2,642.80 
2168896549225179;283268313351014;547356754;$5,593.84 
2835911540044454;307175118633361;547622952;$5,955.98 
2919781061774519;483098257154985;547642504;$9,998.00 
1902978140578835;554951888701569;547676765;$734.93 
2122548461741148;401678100007853;547905120;$5,926.15 
1997394886414365;240483193652223;547980964;$4,141.83 
7599585676459465;434395706250573;548232088;$1,929.97 
8945950403241454;788745447619108;54826922;$2,144.51 
3685852499849171;641011976574984;548302660;$3,105.67 
9246332348304263;800242299883466;548381333;$639.66 
2544447932629687;101850023333118;548462241;$8,448.50 
6615453145124024;225321229848663;54859331;$221.21 
1668795860474753;817416997589125;548596253;$306.90 
8140603400482166;140543266711883;54874008;$1,562.46 
8266885249249553;677093153062495;549389894;$1,583.11 
7270012938747336;806909321519576;549517707;$8,488.27 
9829267201418377;511710694426441;549728996;$5,884.71 
9737833063262228;794205383834066;549827350;$1,159.56 
7584611647148024;875352563650693;549951282;$8,981.60 
6300394454445362;674573732454784;550275616;$6,811.78 
8438851615012432;222904572071996;550418363;$1,754.19 
2244272061830317;468467785370066;550576590;$3,884.12 
8550338490459336;537970314103771;550602485;$9,048.62 
9332774328429427;189089709678156;550755288;$6,050.33 
1997394886414365;240483193652223;550843286;$9,047.07 
6939505697829067;947742048519091;550926882;$7,300.98 
2288082230772184;108837852345610;551069009;$6,626.68 
1829456069660793;612332649047578;551170482;$1,100.86 
5660217858166316;941869255596848;551222605;$5,292.88 
1066944444270042;349696988174964;551231211;$5,842.87 
9000438894450800;943379878177510;551372607;$6,338.93 
7520638035058611;952374248214195;551412955;$7,201.93 
5673002110773223;640741270156468;551439571;$6,739.46 
8906223953365173;902063638469793;551639338;$1,654.57 
7598040439247576;501761730272192;551725915;$9,199.41 
